STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SDN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sudan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,39.271,39.041,39.082,38.877,35.994,34.582,33.09,34.429,35.535,36.884,38.177,39.515,40.928,42.339,43.641,45.258,46.23,46.529,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Lebanon,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.603,21.563,21.3,20.823,20.357,20.624,20.675,21.122,21.169,22.102,22.449,22.775,22.985,23.168,23.518,24.596,23.863,23.442,23.828,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,19.783,19.471,19.183,18.963,18.43,17.836,17.264,17.008,16.783,16.561,18.746,21.421,23.892,26.587,29.368,30.379,30.431,32.236,29.98,30.033,30.088
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Benin,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.675,14.99,15.22,15.589,15.803,15.9,17.234,16.787,16.202,16.008,16.079,16.026,16.005,15.858,15.863,15.597,15.07,14.241,14.25,14.307,14.364
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mauritius,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.482,22.233,20.605,21.335,21.832,21.524,21.545,21.605,21.174,20.863,20.087,20.319,19.939,20.461,18.078,20.174,21.169,20.742,17.37,17.445,17.521
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iceland,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.066,5.101,4.355,5.04,8.658,7.885,7.147,6.644,6.474,5.721,4.751,4.286,4.066,5.305,5.237,6.655,6.973,5.639,5.843,3.975,4.012
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Senegal,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,30.123,30.013,30.036,29.942,30.012,30.111,29.9,31.411,33.004,34.574,36.263,34.209,35.519,34.069,32.712,33.347,33.609,33.88,30.565,35.174,35.257
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Trinidad and Tobago,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.77,16.825,15.929,15.459,15.906,15.574,15.113,14.43,13.302,12.934,12.818,14.063,14.308,14.527,14.605,17.057,15.465,16.882,14.381,14.52,14.863
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JPN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Japan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.771,3.805,3.84,3.868,4.43,4.34,4.192,4.26,3.96,3.74,3.66,3.55,3.32,2.97,3.14,3.323,3.276,3.142,3.019,3.036,3.053
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Spain,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.96,11.117,10.85,13.243,17.399,17.132,17.582,16.836,17.903,15.748,14.603,13.793,12.151,11.841,11.584,13.682,11.688,9.221,9.3,10.124,10.169
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Israel,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.484,17.833,16.853,15.826,16.5,16.135,15.558,15.382,14.425,14.472,14.314,13.683,13.575,13.418,14.285,16.064,16.762,15.453,14.935,15.266,15.299
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eswatini,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,38.829,38.903,38.984,38.699,38.366,37.913,37.406,36.929,36.531,36.17,35.869,35.498,35.156,34.848,34.446,35.166,34.389,36.0,36.472,36.588,36.704
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.255,24.792,24.066,24.346,24.77,24.88,24.297,23.814,23.482,23.011,22.153,21.106,20.481,19.082,17.825,18.241,16.563,14.975,13.966,13.538,13.683
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,19.254,20.55,19.657,18.788,17.846,18.124,17.162,17.733,18.036,18.151,18.733,18.682,17.868,17.954,17.685,17.108,14.94,14.273,14.863,15.051,15.145
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea-Bissau,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,19.526,19.45,19.537,19.635,19.758,19.85,19.921,20.125,20.288,20.509,20.645,20.847,21.08,21.383,18.782,17.631,15.647,13.201,13.317,13.443,13.569
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.865,29.782,29.601,29.386,29.26,28.943,27.641,26.863,27.491,27.829,28.251,28.755,29.337,30.023,29.896,30.703,28.006,25.763,23.494,24.188,24.299
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Djibouti,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,52.488,52.356,52.249,52.115,52.183,52.129,51.938,51.791,51.664,51.491,51.294,51.112,51.027,50.969,50.86,51.347,51.078,50.657,50.381,50.175,49.961
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Egypt, Arab Rep.","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,31.533,31.251,29.884,29.664,29.895,33.084,32.099,31.553,28.396,26.28,27.605,27.61,26.903,27.095,27.959,30.156,28.743,26.92,24.567,24.692,24.817
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,High income,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.515628207550156,13.085443617576043,12.568314267119236,12.622634492175838,14.02067536944496,13.815994683022648,13.446469099252653,13.163881587463141,13.269596076820259,12.733606541942581,12.245868495509297,11.86450119420837,11.333854343212565,11.09838397479205,10.791485200283814,12.612012788211949,11.61978414045548,10.836656001252125,10.623213838385704,10.829166117767798,10.879029486449886
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TON,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tonga,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.973,26.185,26.349,26.422,26.605,26.762,26.888,27.0,27.143,27.308,27.492,27.621,27.763,27.922,28.05,28.554,27.408,26.627,25.611,25.704,25.798
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Low & middle income,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.509206177251755,24.414027587481314,24.17913841911051,23.922996957252064,23.78852466835727,23.4965993454448,23.02811784034693,22.732715674458635,22.711001011043948,22.698281348609385,22.888723777349657,23.118271661474534,23.22244413463232,23.18956681441075,23.1198450309473,24.40660254647178,22.969753707905,21.953325044588237,20.887001919939475,21.07689051633642,21.217406029497354
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mauritania,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,40.062,39.852,39.981,40.17,40.256,40.14,39.975,39.705,38.785,37.947,37.071,36.375,35.528,35.685,35.824,36.318,36.336,36.25,36.318,36.501,36.684
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Brunei Darussalam,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.192,17.287,17.489,17.76,17.905,18.129,17.963,17.536,17.544,17.111,18.267,19.278,19.966,20.716,20.092,21.433,18.679,20.004,16.524,16.595,16.666
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Austria,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.842,11.22,10.706,10.366,11.726,10.788,10.559,10.158,10.341,10.758,11.038,10.914,10.454,10.422,11.008,11.419,12.257,12.155,13.118,13.125,13.132
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Pre-demographic dividend,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.538167135931538,21.567499618233583,21.612207917503525,21.638881077907403,21.557739781406685,21.693374637412006,21.579577089107538,21.92462750003693,21.89423652670054,22.32528728233968,22.6276749477891,23.212845281931102,23.687041128487454,23.954434759792864,24.25355975184337,25.115509014836658,24.527343350177546,24.129099562984866,22.880409671201082,22.85436449219769,22.873517084799573
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Haiti,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.209,22.018,22.573,22.272,21.774,21.848,21.351,21.086,20.806,20.757,20.684,20.651,20.553,20.464,20.532,21.57,21.186,20.887,20.917,21.131,21.37
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,France,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.348,11.784,10.996,10.866,14.338,12.876,12.415,12.843,13.434,13.5,13.967,13.94,13.425,13.082,12.618,12.701,11.483,11.557,11.804,12.571,12.568
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DZA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Algeria,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.29,27.614,28.113,26.688,25.45,24.53,26.0,22.7,21.5,22.8,21.2,20.435,20.95,20.336,20.084,20.869,20.36,19.89,19.56,19.632,19.704
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Syrian Arab Republic,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,30.307,30.311,31.012,31.781,29.813,30.3,29.867,31.893,31.59,31.128,30.724,30.921,31.528,32.184,32.943,34.838,34.567,34.135,34.404,34.552,34.36
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NIC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nicaragua,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.817,23.058,23.087,24.018,25.268,25.298,24.797,24.178,24.65,24.488,24.451,23.723,23.085,24.036,24.152,24.628,24.131,23.246,21.818,21.875,21.932
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bahrain,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.199,22.486,21.222,19.693,18.122,16.861,16.508,15.079,13.644,13.308,12.105,11.795,11.546,11.375,10.943,13.026,13.209,11.621,10.173,10.207,10.34
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.43407820093605,35.379185415313955,34.5922565051527,33.917397437047185,33.228178528972435,33.45222935343616,33.55985537332607,33.36230555380559,32.48441979963065,32.210196329148125,32.20051264510252,32.04155933886609,32.16832478100657,32.25640611800547,31.716776533785417,34.86887471214164,34.06780608129607,33.73951447522668,33.14917005015261,33.320783407838654,33.39752453789123
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Solomon Islands,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.417,8.215,8.097,8.039,7.946,7.718,7.521,7.257,7.044,7.028,7.025,7.097,7.142,7.192,7.244,7.599,7.546,8.201,8.228,8.259,8.29
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OSS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Other small states,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.1693805222792,25.157337093188474,24.965622057752242,24.770410946685182,25.308563267332744,24.981580482246894,24.947201747727643,25.105507468493943,25.21210613212349,24.969258294595527,24.77082109456932,24.79456181629431,25.021691295788255,25.18045683783189,24.756892271146224,26.094121994503425,26.087062701259327,26.30227001076849,25.89410091548758,25.759452635095062,25.816252954656232
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Belize,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.996,28.863,28.228,27.996,27.835,28.043,28.186,27.885,27.928,27.785,27.679,27.378,27.378,24.714,24.884,26.186,26.05,24.472,24.525,24.641,24.757
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Costa Rica,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.655,18.468,17.472,17.325,19.637,19.087,21.144,17.571,17.966,18.306,18.648,20.447,19.96,18.678,17.582,19.946,18.991,17.181,20.883,18.282,18.348
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Botswana,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,44.122,42.338,40.332,37.984,35.668,36.032,35.615,34.521,33.562,33.35,32.941,33.064,32.866,32.282,31.985,37.144,35.168,37.003,37.581,37.998,38.134
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Portugal,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.091,10.61,11.156,10.23,11.207,11.438,12.565,13.901,14.127,12.195,11.161,10.456,9.325,8.32,7.966,9.125,8.057,7.774,8.531,7.761,7.808
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.946,28.207,28.141,28.369,27.293,28.034,26.309,28.519,30.301,31.594,29.854,30.648,31.484,31.749,29.11,30.344,28.062,25.443,,,
