STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSF,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sub-Saharan Africa,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,20.36478301889122,20.237514266270527,20.13199478994747,20.07250717178892,19.917473429246012,19.93836362004165,19.801468273240992,20.099584795116137,20.044823241183316,20.52536593501557,20.925160872439456,21.46525904785745,21.827269930103512,22.230988318568436,22.688697870584587,23.18387826790826,22.85862203377641,22.609524203025583,21.380784705985832,21.35668554922696,21.38963795023587
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Belarus,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.079,15.1,14.095,13.333,12.08,10.805,9.143,7.713,6.956,6.612,6.276,6.147,5.529,6.649,6.897,6.79,5.476,5.149,6.059,6.122,6.185
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Upper middle income,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.778302005949737,21.4736240509945,21.12979099102428,20.756996156661955,20.66982813152105,20.10275850401049,19.625326307275895,18.99470456063816,18.701216153729245,18.229300855571918,18.08307804838002,18.043328219187714,17.751503371544942,17.376989262738856,17.214135054809624,18.783711545994795,17.466857932324327,17.068373150722852,16.67874848503494,16.61864839029815,16.82929905125475
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Middle income,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.445462311471438,24.335700922623545,24.070598973818207,23.783204673191875,23.65402685106383,23.333104592577275,22.83619405181322,22.436625307972474,22.42336541648009,22.339490704015837,22.47777708661565,22.601550413771115,22.642341451819558,22.545947965890743,22.3894148496025,23.64570348767081,22.065089633988723,20.911096382814858,19.95286367513366,20.1826291904107,20.3221138749935
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NCL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,New Caledonia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,40.114,39.698,39.248,38.956,38.653,38.723,38.819,39.042,39.35,39.587,39.462,39.401,39.239,32.432,27.912,33.022,27.111,23.618,23.503,23.829,24.263
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NZL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,New Zealand,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.12,10.73,10.98,11.24,14.25,13.64,13.47,13.78,12.21,11.66,11.54,12.18,11.92,12.04,11.62,12.94,11.88,11.56,11.68,12.75,12.78
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.496,24.451,23.391,23.489,20.849,18.797,18.905,19.635,20.354,20.282,20.248,20.253,22.847,22.814,22.947,24.478,24.181,23.615,23.676,23.753,23.831
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.906,22.202,21.578,20.943,20.404,19.831,19.429,22.764,23.943,25.199,24.983,24.77,24.593,24.373,24.261,21.375,18.442,15.657,15.841,15.975,16.108
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Norway,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6.359,5.415,4.903,4.462,5.396,5.808,5.564,6.235,6.152,6.43,6.239,6.434,5.905,5.566,5.443,6.152,6.692,6.225,5.717,5.987,5.991
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Philippines,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.878,25.267,25.624,25.411,25.498,25.941,25.031,24.828,24.441,23.529,23.156,22.808,22.294,20.376,19.338,21.406,17.721,12.96,12.362,12.546,12.73
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Timor-Leste,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.906,25.797,25.888,23.665,21.401,19.037,19.203,19.349,19.502,19.68,19.831,20.951,23.144,25.209,27.518,29.517,31.171,29.122,28.997,28.99,28.985
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.495,23.552,23.539,23.723,24.035,24.175,24.377,24.614,24.768,24.885,27.047,28.753,30.472,32.323,34.301,34.578,34.212,33.947,33.817,33.862,33.909
